Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany
55,No,Travel_Rarely,Research & Development,1,1424,4,Research Director,4,14732,2,7
36,No,Travel_Rarely,Sales,3,1425,2,Sales Executive,2,9278,3,5
31,Yes,Travel_Frequently,Sales,1,1427,1,Sales Representative,3,1359,1,1
30,No,Travel_Rarely,Sales,7,1428,2,Sales Executive,1,4779,7,3
31,No,Travel_Rarely,Research & Development,8,1430,4,Research Director,2,16422,3,3
34,No,Travel_Frequently,Research & Development,1,1431,1,Research Scientist,1,2996,5,4
31,Yes,Travel_Rarely,Research & Development,8,1433,1,Research Scientist,2,1261,1,1
27,No,Travel_Rarely,Research & Development,11,1434,1,Laboratory Technician,1,2099,0,5
36,No,Travel_Rarely,Research & Development,4,1435,2,Laboratory Technician,4,5810,1,10
36,No,Travel_Rarely,Sales,16,1436,2,Sales Executive,1,5647,4,3
47,No,Travel_Rarely,Research & Development,1,1438,1,Research Scientist,4,3420,7,6
25,Yes,Travel_Rarely,Sales,9,1439,1,Sales Representative,1,4400,3,3
37,No,Non-Travel,Research & Development,5,1440,1,Laboratory Technician,3,3500,0,6
56,No,Travel_Rarely,Research & Development,1,1441,1,Research Scientist,1,2066,2,3
47,No,Travel_Rarely,Research & Development,2,1443,4,Research Director,3,17169,3,20
24,No,Travel_Rarely,Sales,4,1445,2,Sales Executive,3,4162,1,5
32,No,Travel_Rarely,Sales,7,1446,2,Sales Executive,4,9204,4,4
34,No,Travel_Rarely,Research & Development,1,1447,1,Laboratory Technician,2,3294,5,5
41,No,Travel_Rarely,Research & Development,5,1448,1,Research Scientist,3,2127,2,4
40,No,Non-Travel,Research & Development,9,1449,2,Laboratory Technician,3,3975,3,8
31,No,Travel_Rarely,Sales,8,1453,3,Sales Executive,4,10793,1,13
46,Yes,Travel_Rarely,Sales,9,1457,3,Sales Executive,4,10096,4,7
39,Yes,Non-Travel,Research & Development,2,1458,1,Laboratory Technician,1,3646,2,1
31,Yes,Travel_Frequently,Research & Development,1,1459,3,Manufacturing Director,2,7446,1,10
45,No,Travel_Rarely,Research & Development,20,1460,3,Healthcare Representative,1,10851,2,7
31,No,Travel_Rarely,Human Resources,8,1461,1,Human Resources,2,2109,9,3
31,Yes,Travel_Frequently,Research & Development,2,1464,1,Laboratory Technician,4,3722,6,2
45,No,Travel_Rarely,Research & Development,29,1465,3,Manufacturing Director,4,9380,4,3
48,No,Travel_Rarely,Sales,7,1466,2,Sales Executive,1,5486,4,2
34,Yes,Travel_Rarely,Human Resources,9,1467,1,Human Resources,3,2742,1,2
40,No,Non-Travel,Research & Development,8,1468,3,Research Director,2,13757,2,9
28,No,Travel_Rarely,Sales,5,1469,2,Sales Executive,1,8463,0,5
44,No,Non-Travel,Research & Development,5,1471,1,Laboratory Technician,3,3162,3,5
53,No,Travel_Rarely,Research & Development,2,1472,4,Research Director,2,16598,4,9
49,No,Travel_Rarely,Research & Development,5,1473,2,Healthcare Representative,3,6651,2,3
40,No,Travel_Rarely,Research & Development,2,1474,1,Research Scientist,3,2345,2,3
44,No,Travel_Rarely,Research & Development,20,1475,1,Research Scientist,2,3420,1,5
33,No,Travel_Frequently,Sales,7,1477,2,Sales Executive,1,4373,0,4
34,No,Travel_Rarely,Sales,3,1478,2,Sales Executive,1,4759,3,13
30,No,Travel_Rarely,Sales,16,1479,2,Sales Executive,3,5301,8,2
42,No,Travel_Frequently,Research & Development,9,1480,1,Laboratory Technician,4,3673,1,12
44,No,Travel_Frequently,Sales,1,1481,2,Sales Executive,3,4768,7,1
30,No,Non-Travel,Research & Development,7,1482,1,Research Scientist,3,1274,1,1
57,No,Travel_Rarely,Research & Development,1,1483,2,Research Scientist,3,4900,0,12
49,No,Travel_Rarely,Research & Development,7,1484,3,Healthcare Representative,2,10466,3,8
34,No,Travel_Frequently,Research & Development,15,1485,4,Research Director,1,17007,7,14
28,Yes,Travel_Frequently,Sales,1,1486,1,Sales Representative,3,2909,3,3
29,Yes,Travel_Frequently,Sales,13,1487,2,Sales Executive,2,5765,5,5
34,Yes,Travel_Rarely,Sales,24,1489,2,Sales Executive,2,4599,0,15
35,No,Travel_Rarely,Sales,7,1492,1,Sales Representative,3,2404,1,1
24,Yes,Travel_Frequently,Research & Development,9,1494,1,Laboratory Technician,1,3172,2,0
24,No,Non-Travel,Sales,13,1495,1,Sales Representative,2,2033,1,1
44,No,Travel_Frequently,Research & Development,2,1496,3,Manufacturing Director,3,10209,5,2
29,No,Travel_Rarely,Sales,19,1497,2,Sales Executive,3,8620,1,10
30,No,Travel_Rarely,Human Resources,1,1499,1,Human Resources,3,2064,0,5
55,No,Travel_Rarely,Research & Development,4,1501,2,Healthcare Representative,3,4035,0,3
33,No,Travel_Rarely,Research & Development,4,1502,1,Laboratory Technician,2,3838,8,5
47,No,Travel_Rarely,Sales,14,1503,2,Sales Executive,3,4591,3,5
28,Yes,Travel_Frequently,Research & Development,2,1504,1,Laboratory Technician,1,2561,7,0
28,No,Travel_Rarely,Research & Development,1,1506,1,Research Scientist,3,1563,1,1
28,No,Travel_Frequently,Sales,7,1507,2,Sales Executive,1,4898,0,4
49,No,Travel_Rarely,Research & Development,3,1509,2,Laboratory Technician,1,4789,4,3
29,No,Travel_Frequently,Research & Development,2,1513,1,Laboratory Technician,2,3180,0,3
28,No,Travel_Rarely,Research & Development,29,1514,2,Manufacturing Director,2,6549,1,8
33,No,Travel_Rarely,Research & Development,8,1515,2,Healthcare Representative,3,6388,2,0
32,No,Travel_Rarely,Research & Development,10,1516,3,Manager,4,11244,2,5
54,No,Travel_Frequently,Research & Development,11,1520,4,Manager,4,16032,3,14
29,Yes,Travel_Rarely,Research & Development,1,1522,1,Research Scientist,1,2362,6,9
44,No,Travel_Rarely,Research & Development,28,1523,4,Research Director,1,16328,3,20
39,No,Travel_Rarely,Research & Development,6,1525,3,Manufacturing Director,2,8376,4,2
46,No,Travel_Rarely,Sales,3,1527,4,Manager,2,16606,8,13
35,No,Travel_Rarely,Research & Development,16,1529,3,Healthcare Representative,2,8606,1,11
23,No,Travel_Rarely,Research & Development,20,1533,2,Laboratory Technician,3,2272,0,4
40,Yes,Travel_Rarely,Research & Development,9,1534,1,Laboratory Technician,1,2018,3,5
34,No,Travel_Rarely,Sales,1,1535,3,Sales Executive,3,7083,1,10
31,Yes,Travel_Frequently,Research & Development,3,1537,1,Research Scientist,3,4084,1,7
50,No,Travel_Frequently,Research & Development,22,1539,4,Research Director,4,14411,1,32
34,No,Travel_Rarely,Sales,7,1541,1,Sales Representative,3,2308,0,11
42,No,Travel_Rarely,Research & Development,2,1542,1,Laboratory Technician,2,4841,4,1
37,No,Travel_Rarely,Research & Development,13,1543,2,Research Scientist,4,4285,1,10
29,No,Travel_Rarely,Research & Development,8,1544,2,Healthcare Representative,1,9715,3,7
33,No,Travel_Rarely,Research & Development,25,1545,2,Manufacturing Director,2,4320,1,5
45,No,Travel_Rarely,Research & Development,28,1546,1,Research Scientist,4,2132,4,5
42,No,Travel_Frequently,Research & Development,2,1547,3,Healthcare Representative,4,10124,2,20
40,No,Travel_Rarely,Sales,9,1548,2,Sales Executive,1,5473,0,8
33,No,Travel_Rarely,Research & Development,28,1549,2,Laboratory Technician,3,5207,1,15
40,No,Travel_Rarely,Human Resources,6,1550,4,Manager,4,16437,1,21
24,No,Travel_Rarely,Research & Development,21,1551,1,Laboratory Technician,1,2296,0,1
40,No,Non-Travel,Research & Development,8,1552,2,Healthcare Representative,4,4069,3,2
45,No,Travel_Rarely,Research & Development,1,1553,3,Healthcare Representative,2,7441,1,10
35,No,Travel_Rarely,Sales,28,1554,1,Sales Representative,3,2430,0,5
32,No,Travel_Rarely,Research & Development,5,1555,2,Research Scientist,2,5878,3,7
36,No,Travel_Rarely,Sales,2,1556,1,Sales Representative,4,2644,3,3
48,No,Travel_Rarely,Sales,16,1557,2,Sales Executive,3,6439,8,8
29,No,Travel_Rarely,Research & Development,9,1558,1,Research Scientist,3,2451,6,1
33,No,Travel_Rarely,Sales,8,1560,2,Sales Executive,1,6392,2,2
30,Yes,Travel_Rarely,Sales,1,1562,2,Sales Executive,1,9714,1,10
38,No,Travel_Frequently,Human Resources,10,1563,2,Human Resources,3,6077,3,6
35,No,Travel_Rarely,Research & Development,1,1564,1,Laboratory Technician,1,2450,1,3
30,No,Travel_Rarely,Sales,29,1568,3,Sales Executive,2,9250,3,4
35,Yes,Travel_Rarely,Research & Development,2,1569,1,Laboratory Technician,1,2074,1,1
53,Yes,Travel_Rarely,Research & Development,2,1572,3,Manufacturing Director,4,10169,0,33
38,Yes,Travel_Rarely,Research & Development,2,1573,2,Manufacturing Director,2,4855,4,5
32,No,Non-Travel,Research & Development,1,1574,2,Research Scientist,1,4087,4,6
48,No,Travel_Rarely,Research & Development,15,1576,1,Research Scientist,1,2367,8,8
34,No,Travel_Rarely,Research & Development,7,1577,1,Research Scientist,4,2972,1,1
55,No,Travel_Rarely,Sales,26,1578,5,Manager,4,19586,1,36
34,No,Travel_Rarely,Research & Development,1,1580,2,Research Scientist,4,5484,9,2
26,No,Travel_Rarely,Research & Development,3,1581,1,Research Scientist,4,2061,1,1
38,No,Travel_Rarely,Sales,14,1582,2,Sales Executive,2,9924,0,9
38,No,Travel_Rarely,Sales,16,1583,2,Sales Executive,2,4198,2,3
36,No,Travel_Rarely,Sales,1,1585,2,Sales Executive,3,6815,6,1
29,No,Travel_Rarely,Research & Development,3,1586,1,Laboratory Technician,1,4723,1,10
35,No,Travel_Rarely,Research & Development,10,1587,2,Healthcare Representative,3,6142,3,5
39,No,Travel_Rarely,Sales,6,1588,3,Sales Executive,3,8237,2,7
29,No,Travel_Frequently,Research & Development,2,1590,2,Healthcare Representative,4,8853,1,6
50,No,Travel_Rarely,Sales,9,1591,5,Manager,3,19331,4,1
23,No,Travel_Rarely,Research & Development,10,1592,1,Research Scientist,3,2073,2,2
36,No,Travel_Frequently,Research & Development,6,1594,2,Laboratory Technician,1,5562,3,3
42,No,Travel_Rarely,Research & Development,9,1595,5,Manager,4,19613,8,1
35,No,Travel_Rarely,Research & Development,28,1596,2,Laboratory Technician,3,3407,1,10
34,No,Travel_Frequently,Research & Development,10,1597,2,Healthcare Representative,3,5063,1,8
40,No,Travel_Rarely,Sales,14,1598,2,Sales Executive,1,4639,1,5
43,No,Travel_Rarely,Research & Development,27,1599,1,Laboratory Technician,2,4876,5,6
35,No,Travel_Rarely,Research & Development,7,1601,1,Laboratory Technician,4,2690,1,1
46,No,Travel_Rarely,Sales,1,1602,4,Manager,1,17567,1,26
28,Yes,Travel_Rarely,Research & Development,24,1604,1,Laboratory Technician,2,2408,1,1
22,No,Non-Travel,Research & Development,26,1605,1,Research Scientist,3,2814,1,4
50,No,Travel_Frequently,Research & Development,20,1606,4,Healthcare Representative,3,11245,2,30
32,No,Travel_Rarely,Research & Development,5,1607,1,Research Scientist,4,3312,3,3
44,No,Travel_Rarely,Research & Development,7,1608,5,Research Director,4,19049,0,22
30,No,Travel_Rarely,Research & Development,7,1609,1,Research Scientist,2,2141,1,6
45,No,Travel_Rarely,Research & Development,5,1611,2,Laboratory Technician,1,5769,1,10
45,No,Non-Travel,Sales,26,1612,2,Sales Executive,1,4385,1,10
31,No,Travel_Frequently,Sales,2,1613,2,Sales Executive,1,5332,7,5
36,No,Travel_Rarely,Research & Development,12,1614,2,Manufacturing Director,3,4663,9,3
34,No,Travel_Frequently,Research & Development,10,1615,2,Manufacturing Director,4,4724,1,9
49,No,Travel_Rarely,Research & Development,25,1617,1,Laboratory Technician,1,3211,1,9
39,No,Travel_Rarely,Research & Development,10,1618,2,Manufacturing Director,1,5377,2,7
27,No,Travel_Rarely,Research & Development,19,1619,1,Laboratory Technician,1,4066,1,7
35,No,Travel_Rarely,Research & Development,18,1621,2,Research Scientist,1,5208,1,16
28,No,Travel_Rarely,Research & Development,27,1622,2,Manufacturing Director,1,4877,0,5
21,No,Travel_Rarely,Research & Development,5,1623,1,Research Scientist,4,3117,1,2
18,Yes,Travel_Frequently,Sales,3,1624,1,Sales Representative,4,1569,1,0
47,No,Travel_Rarely,Human Resources,26,1625,5,Manager,3,19658,3,5
39,No,Travel_Rarely,Research & Development,3,1627,2,Laboratory Technician,3,3069,0,10
40,No,Travel_Rarely,Research & Development,15,1628,3,Manufacturing Director,3,10435,1,18
35,No,Non-Travel,Research & Development,8,1630,2,Healthcare Representative,3,4148,1,14
37,No,Travel_Rarely,Research & Development,19,1631,2,Manufacturing Director,3,5768,3,4
39,No,Travel_Frequently,Research & Development,4,1633,2,Manufacturing Director,3,5042,0,9
45,No,Travel_Rarely,Research & Development,2,1635,2,Manufacturing Director,4,5770,1,10
38,No,Travel_Rarely,Research & Development,2,1638,3,Manufacturing Director,3,7756,3,5
35,Yes,Travel_Rarely,Sales,10,1639,3,Sales Executive,1,10306,9,13
37,No,Travel_Rarely,Research & Development,10,1640,1,Research Scientist,2,3936,1,8
40,No,Travel_Rarely,Research & Development,16,1641,3,Manufacturing Director,4,7945,6,4
44,No,Travel_Frequently,Human Resources,1,1642,2,Human Resources,4,5743,4,10
48,No,Travel_Frequently,Research & Development,4,1644,4,Manager,4,15202,2,2
35,Yes,Travel_Rarely,Sales,15,1645,2,Sales Executive,4,5440,6,2
24,No,Travel_Frequently,Research & Development,2,1646,1,Research Scientist,4,3760,1,6
27,No,Travel_Rarely,Research & Development,8,1647,1,Research Scientist,3,3517,7,3
27,No,Travel_Frequently,Research & Development,2,1648,1,Research Scientist,4,2580,2,4
40,Yes,Travel_Rarely,Research & Development,7,1649,1,Laboratory Technician,1,2166,3,4
29,No,Travel_Rarely,Sales,10,1650,2,Sales Executive,3,5869,9,5
36,No,Travel_Rarely,Research & Development,5,1651,3,Healthcare Representative,1,8008,4,3
25,No,Travel_Frequently,Research & Development,2,1653,2,Manufacturing Director,3,5206,1,7
39,No,Travel_Rarely,Research & Development,12,1654,2,Manufacturing Director,2,5295,4,5
49,No,Travel_Rarely,Research & Development,22,1655,4,Research Director,2,16413,3,4
50,No,Travel_Rarely,Research & Development,17,1656,3,Research Director,1,13269,5,14
20,No,Travel_Rarely,Sales,2,1657,1,Sales Representative,3,2783,1,2
34,No,Travel_Rarely,Research & Development,3,1658,2,Research Scientist,2,5433,1,11
36,No,Travel_Rarely,Research & Development,7,1659,1,Laboratory Technician,2,2013,2,4
49,No,Travel_Rarely,Research & Development,6,1661,4,Healthcare Representative,3,13966,2,15
36,No,Non-Travel,Research & Development,1,1662,2,Manufacturing Director,3,4374,0,3
36,No,Travel_Rarely,Research & Development,3,1664,2,Healthcare Representative,1,6842,6,5
54,No,Travel_Rarely,Research & Development,22,1665,4,Manager,3,17426,3,10
43,No,Travel_Rarely,Research & Development,15,1666,4,Research Director,3,17603,1,14
35,Yes,Travel_Frequently,Sales,12,1667,2,Sales Executive,4,4581,3,11
38,No,Travel_Frequently,Research & Development,1,1668,2,Research Scientist,4,4735,7,13
29,No,Travel_Rarely,Sales,5,1669,2,Sales Executive,2,4187,1,10
33,No,Travel_Rarely,Sales,2,1670,2,Sales Executive,4,5505,1,6
32,No,Travel_Rarely,Research & Development,2,1671,2,Research Scientist,2,5470,0,9
31,No,Travel_Rarely,Sales,5,1673,2,Sales Executive,4,5476,1,10
49,No,Travel_Rarely,Research & Development,16,1674,1,Laboratory Technician,1,2587,4,2
38,No,Travel_Frequently,Research & Development,2,1675,1,Laboratory Technician,2,2440,1,4
47,No,Travel_Rarely,Sales,2,1676,4,Manager,2,15972,6,3
49,No,Travel_Rarely,Research & Development,1,1677,4,Manager,3,15379,4,8
41,No,Travel_Rarely,Sales,23,1678,3,Sales Executive,3,7082,3,2
20,No,Travel_Rarely,Sales,9,1680,1,Sales Representative,1,2728,1,2
33,No,Non-Travel,Sales,16,1681,2,Sales Executive,4,5368,1,6
36,No,Travel_Rarely,Research & Development,26,1682,2,Healthcare Representative,3,5347,6,3
44,No,Travel_Rarely,Human Resources,1,1683,1,Human Resources,4,3195,4,2
23,Yes,Travel_Rarely,Research & Development,8,1684,1,Laboratory Technician,3,3989,1,5
38,No,Travel_Rarely,Research & Development,4,1687,1,Laboratory Technician,3,3306,7,0
53,No,Travel_Rarely,Research & Development,24,1689,3,Healthcare Representative,4,7005,3,4
48,Yes,Travel_Frequently,Sales,7,1691,1,Sales Representative,3,2655,2,9
32,Yes,Travel_Rarely,Research & Development,2,1692,1,Laboratory Technician,2,1393,1,1
26,No,Non-Travel,Research & Development,7,1693,1,Laboratory Technician,4,2570,1,7
55,No,Travel_Rarely,Research & Development,22,1694,1,Research Scientist,2,3537,5,4
34,No,Travel_Rarely,Research & Development,5,1696,2,Laboratory Technician,4,3986,1,15
60,No,Travel_Rarely,Research & Development,1,1697,3,Healthcare Representative,4,10883,3,1
33,No,Travel_Rarely,Research & Development,21,1698,1,Laboratory Technician,2,2028,1,14
37,No,Travel_Frequently,Sales,1,1700,2,Sales Executive,4,9525,1,6
34,No,Travel_Rarely,Research & Development,19,1701,1,Research Scientist,4,2929,1,10
23,Yes,Travel_Rarely,Sales,7,1702,1,Sales Representative,4,2275,1,3
44,No,Travel_Rarely,Research & Development,2,1703,3,Healthcare Representative,4,7879,1,8
35,No,Travel_Frequently,Research & Development,2,1704,1,Research Scientist,4,4930,0,5
43,No,Travel_Rarely,Sales,2,1706,2,Sales Executive,4,7847,1,10
24,No,Travel_Rarely,Research & Development,9,1707,1,Research Scientist,3,4401,1,5
41,No,Travel_Rarely,Sales,6,1708,3,Sales Executive,3,9241,1,10
29,No,Travel_Rarely,Research & Development,9,1709,1,Laboratory Technician,3,2974,9,5
36,No,Travel_Rarely,Sales,2,1710,2,Sales Representative,4,4502,3,13
45,No,Non-Travel,Research & Development,1,1712,3,Healthcare Representative,3,10748,3,23
24,Yes,Travel_Rarely,Human Resources,22,1714,1,Human Resources,3,1555,1,1
47,Yes,Travel_Frequently,Sales,9,1716,4,Sales Executive,3,12936,7,23
26,No,Travel_Rarely,Research & Development,17,1718,1,Laboratory Technician,3,2305,1,3
45,No,Travel_Rarely,Research & Development,28,1719,4,Research Director,2,16704,1,21
32,No,Travel_Frequently,Research & Development,10,1720,1,Research Scientist,3,3433,6,5
31,No,Travel_Rarely,Research & Development,2,1721,1,Laboratory Technician,3,3477,1,5
41,No,Non-Travel,Human Resources,4,1722,2,Human Resources,2,6430,6,3
40,No,Travel_Rarely,Research & Development,8,1724,2,Manufacturing Director,1,6516,2,1
24,No,Travel_Rarely,Research & Development,29,1725,1,Laboratory Technician,1,3907,1,6
46,No,Travel_Rarely,Research & Development,13,1727,2,Healthcare Representative,2,5562,6,10
35,No,Travel_Rarely,Research & Development,27,1728,2,Manufacturing Director,3,6883,2,7
30,No,Travel_Rarely,Research & Development,16,1729,1,Research Scientist,4,2862,1,10
47,No,Non-Travel,Sales,2,1731,2,Sales Executive,2,4978,7,1
46,No,Travel_Rarely,Sales,2,1732,3,Sales Executive,4,10368,4,10
36,Yes,Travel_Rarely,Sales,13,1733,2,Sales Executive,1,6134,5,2
32,Yes,Travel_Rarely,Sales,1,1734,2,Sales Executive,2,6735,6,0
23,No,Travel_Rarely,Research & Development,4,1735,1,Laboratory Technician,2,3295,1,3
31,No,Travel_Frequently,Research & Development,24,1736,2,Manufacturing Director,4,5238,2,5
39,No,Non-Travel,Research & Development,1,1737,2,Laboratory Technician,4,6472,1,9
32,No,Travel_Rarely,Sales,19,1739,3,Sales Executive,3,9610,3,4
40,No,Travel_Rarely,Sales,7,1740,5,Manager,2,19833,1,21
45,No,Travel_Rarely,Human Resources,4,1744,3,Human Resources,3,9756,4,5
30,No,Travel_Frequently,Research & Development,2,1745,1,Research Scientist,1,4968,0,9
24,No,Travel_Frequently,Human Resources,10,1746,1,Human Resources,4,2145,0,2
30,Yes,Travel_Frequently,Human Resources,8,1747,1,Human Resources,4,2180,6,4
31,No,Travel_Rarely,Sales,5,1749,2,Sales Executive,3,8346,1,5
27,No,Travel_Rarely,Research & Development,8,1751,1,Research Scientist,4,3445,1,6
29,Yes,Travel_Rarely,Sales,9,1752,1,Sales Representative,2,2760,1,2
29,No,Travel_Frequently,Research & Development,1,1753,2,Healthcare Representative,3,6294,8,3
30,No,Travel_Rarely,Sales,15,1754,3,Sales Executive,1,7140,2,7
34,No,Travel_Rarely,Research & Development,2,1755,1,Research Scientist,4,2932,0,5
33,No,Non-Travel,Sales,2,1756,2,Sales Executive,2,5147,8,11
49,No,Travel_Rarely,Sales,11,1757,2,Sales Executive,4,4507,3,5
33,Yes,Travel_Rarely,Sales,16,1758,3,Sales Executive,1,8564,2,0
38,No,Travel_Frequently,Research & Development,2,1760,1,Laboratory Technician,2,2468,4,6
31,Yes,Travel_Rarely,Sales,16,1761,3,Sales Executive,3,8161,2,1
29,No,Travel_Rarely,Research & Development,4,1762,1,Research Scientist,1,2109,1,1
30,No,Travel_Rarely,Research & Development,16,1763,2,Healthcare Representative,3,5294,3,7
32,No,Non-Travel,Research & Development,5,1764,1,Research Scientist,2,2718,2,7
38,No,Travel_Rarely,Research & Development,18,1766,2,Healthcare Representative,4,5811,3,1
43,Yes,Travel_Frequently,Research & Development,17,1767,1,Research Scientist,3,2437,9,1
42,No,Travel_Rarely,Research & Development,12,1768,1,Laboratory Technician,2,2766,8,5
55,No,Travel_Rarely,Research & Development,2,1770,5,Research Director,1,19038,8,1
33,No,Non-Travel,Research & Development,4,1771,2,Research Scientist,2,3055,5,9
41,No,Travel_Rarely,Research & Development,9,1772,1,Laboratory Technician,1,2289,1,5
34,No,Non-Travel,Sales,10,1774,2,Sales Executive,3,4001,1,15
53,No,Non-Travel,Research & Development,1,1775,4,Manufacturing Director,3,12965,4,3
43,No,Travel_Rarely,Human Resources,2,1778,1,Human Resources,4,3539,0,9
34,No,Travel_Rarely,Sales,3,1779,2,Sales Executive,4,6029,5,2
21,Yes,Travel_Rarely,Sales,7,1780,1,Sales Representative,2,2679,1,1
38,No,Travel_Rarely,Research & Development,6,1782,1,Laboratory Technician,3,3702,1,5
22,Yes,Travel_Rarely,Research & Development,8,1783,1,Laboratory Technician,1,2398,1,1
31,No,Travel_Rarely,Sales,29,1784,2,Sales Executive,4,5468,1,12
51,No,Travel_Rarely,Research & Development,3,1786,3,Manager,3,13116,2,2
37,No,Travel_Rarely,Sales,9,1787,2,Sales Executive,2,4189,1,5
46,No,Travel_Rarely,Research & Development,2,1789,5,Research Director,4,19328,7,2
36,No,Travel_Rarely,Research & Development,10,1790,3,Healthcare Representative,1,8321,7,12
44,Yes,Travel_Frequently,Research & Development,1,1792,1,Research Scientist,2,2342,1,5
37,No,Travel_Rarely,Human Resources,8,1794,2,Human Resources,2,4071,2,10
35,Yes,Travel_Rarely,Sales,27,1797,2,Sales Executive,4,5813,1,10
33,No,Travel_Rarely,Research & Development,8,1798,1,Research Scientist,1,3143,6,10
28,No,Travel_Rarely,Research & Development,1,1799,1,Research Scientist,4,2044,1,5
39,No,Travel_Rarely,Research & Development,10,1800,3,Research Director,3,13464,7,4
46,No,Non-Travel,Sales,26,1801,2,Sales Executive,2,7991,8,2
40,No,Travel_Rarely,Research & Development,2,1802,1,Laboratory Technician,1,3377,4,4
42,No,Travel_Rarely,Research & Development,13,1803,2,Healthcare Representative,1,5538,5,0
35,No,Non-Travel,Research & Development,2,1804,2,Manufacturing Director,4,5762,2,7
38,No,Non-Travel,Human Resources,2,1805,1,Human Resources,2,2592,5,11
34,Yes,Travel_Frequently,Research & Development,9,1807,2,Laboratory Technician,1,5346,4,7
37,Yes,Travel_Rarely,Research & Development,10,1809,2,Manufacturing Director,1,4213,1,10
39,No,Travel_Frequently,Sales,20,1812,2,Sales Executive,4,4127,2,2
43,No,Non-Travel,Research & Development,9,1813,1,Research Scientist,3,2438,4,3
41,No,Travel_Rarely,Research & Development,5,1814,2,Healthcare Representative,2,6870,3,3
41,No,Travel_Rarely,Sales,4,1815,3,Sales Executive,3,10447,0,22
30,No,Travel_Rarely,Research & Development,10,1816,3,Manufacturing Director,3,9667,9,7
26,Yes,Travel_Rarely,Human Resources,20,1818,1,Human Resources,2,2148,0,5
46,Yes,Travel_Rarely,Research & Development,21,1821,2,Healthcare Representative,2,8926,4,9
40,No,Travel_Rarely,Research & Development,1,1822,2,Healthcare Representative,4,6513,4,5
34,No,Travel_Rarely,Sales,8,1823,2,Sales Executive,3,6799,1,10
58,No,Non-Travel,Sales,2,1824,4,Manager,2,16291,4,16
35,No,Travel_Rarely,Research & Development,23,1826,1,Laboratory Technician,3,2705,0,5
47,No,Travel_Rarely,Research & Development,4,1827,3,Manufacturing Director,2,10333,8,22
40,No,Travel_Rarely,Research & Development,12,1829,2,Healthcare Representative,1,4448,2,7
54,No,Travel_Rarely,Research & Development,7,1830,2,Research Scientist,4,6854,4,7
31,No,Travel_Frequently,Sales,7,1833,3,Sales Executive,1,9637,2,3
28,No,Travel_Rarely,Research & Development,1,1834,1,Research Scientist,1,3591,1,3
38,No,Travel_Rarely,Sales,2,1835,2,Sales Representative,4,5405,2,4
26,No,Travel_Rarely,Sales,10,1836,2,Sales Executive,4,4684,1,5
58,No,Travel_Frequently,Research & Development,15,1837,4,Research Director,3,15787,2,2
18,No,Non-Travel,Research & Development,14,1839,1,Research Scientist,3,1514,1,0
31,Yes,Travel_Rarely,Human Resources,18,1842,1,Human Resources,1,2956,0,1
29,Yes,Travel_Rarely,Human Resources,13,1844,1,Human Resources,1,2335,4,2
45,No,Non-Travel,Sales,2,1845,2,Sales Executive,3,5154,4,8
36,No,Travel_Rarely,Research & Development,2,1847,2,Research Scientist,2,6962,4,1
43,No,Travel_Frequently,Sales,2,1849,2,Sales Executive,4,5675,1,7
27,No,Travel_Frequently,Research & Development,5,1850,1,Laboratory Technician,4,2379,0,5
29,No,Travel_Frequently,Research & Development,20,1852,1,Laboratory Technician,4,3812,1,11
32,No,Travel_Frequently,Sales,10,1853,2,Sales Executive,4,4648,8,0
42,No,Non-Travel,Research & Development,10,1854,1,Research Scientist,3,2936,3,6
47,No,Travel_Rarely,Research & Development,9,1856,1,Laboratory Technician,3,2105,4,2
46,No,Travel_Rarely,Research & Development,2,1857,3,Manufacturing Director,4,8578,3,9
28,No,Non-Travel,Human Resources,1,1858,1,Human Resources,4,2706,1,3
29,No,Travel_Rarely,Research & Development,29,1859,2,Healthcare Representative,3,6384,8,7
42,No,Travel_Rarely,Research & Development,8,1860,1,Laboratory Technician,3,3968,4,0
32,Yes,Travel_Rarely,Sales,2,1862,2,Sales Executive,2,9907,7,2
46,No,Travel_Rarely,Sales,3,1863,4,Sales Executive,1,13225,2,19
27,No,Travel_Rarely,Sales,23,1864,2,Sales Representative,3,3540,1,9
29,No,Travel_Rarely,Human Resources,6,1865,1,Human Resources,2,2804,1,1
43,No,Travel_Rarely,Research & Development,6,1866,5,Manager,3,19392,7,16
48,No,Travel_Rarely,Research & Development,10,1867,5,Research Director,2,19665,4,22
29,Yes,Travel_Frequently,Research & Development,24,1868,1,Research Scientist,4,2439,1,1
46,Yes,Travel_Rarely,Sales,10,1869,3,Sales Executive,2,7314,5,8
27,No,Travel_Frequently,Research & Development,15,1870,1,Research Scientist,1,4774,0,7
39,No,Travel_Rarely,Research & Development,19,1871,2,Research Scientist,4,3902,8,2
55,No,Travel_Rarely,Research & Development,2,1873,1,Research Scientist,4,2662,8,5
28,No,Travel_Rarely,Sales,3,1875,1,Sales Representative,2,2856,1,1
30,Yes,Travel_Rarely,Sales,9,1876,1,Sales Representative,4,1081,1,1
22,Yes,Travel_Rarely,Research & Development,7,1878,1,Research Scientist,2,2472,1,1
36,No,Travel_Rarely,Sales,10,1880,2,Sales Executive,3,5673,1,10
